week_start_date,search_term,category,avg_interest_score,region
2026-01-25,Home Insurance,Financial Friction,49,US
2026-01-25,Mortgage Assumption,Market Access,56,US
2026-02-01,Estate Sales,Involuntary Supply,55,US
2026-02-01,Foreclosure Auctions,Distress Signal,84,US
2026-02-01,Home Insurance,Financial Friction,49,US
2026-02-01,Mortgage Assumption,Market Access,58,US
2026-02-08,Estate Sales,Involuntary Supply,46,US
2026-02-08,Foreclosure Auctions,Distress Signal,75,US
2026-02-08,Home Insurance,Financial Friction,58,US
2026-02-08,Mortgage Assumption,Market Access,46,US
2026-02-15,Estate Sales,Involuntary Supply,47,US
2026-02-15,Foreclosure Auctions,Distress Signal,84,US
2026-02-15,Home Insurance,Financial Friction,72,US
2026-02-15,Mortgage Assumption,Market Access,48,US
2026-02-22,Estate Sales,Involuntary Supply,49,US
2026-02-22,Foreclosure Auctions,Distress Signal,83,US
2026-02-22,Home Insurance,Financial Friction,71,US
2026-02-22,Mortgage Assumption,Market Access,35,US
2026-03-01,Estate Sales,Involuntary Supply,48,US
2026-03-01,Foreclosure Auctions,Distress Signal,83,US
2026-03-01,Home Insurance,Financial Friction,71,US
2026-03-01,Mortgage Assumption,Market Access,36,US
2026-03-08,Estate Sales,Involuntary Supply,48,US
2026-03-08,Foreclosure Auctions,Distress Signal,73,US
2026-03-08,Home Insurance,Financial Friction,52,US
2026-03-08,Mortgage Assumption,Market Access,32,US
2026-03-15,Estate Sales,Involuntary Supply,53,US
2026-03-15,Foreclosure Auctions,Distress Signal,75,US
2026-03-15,Home Insurance,Financial Friction,57,US
2026-03-15,Mortgage Assumption,Market Access,35,US
